Region,Region Name,Building Code,Region,Building Name,Building Address 1,Building Address 2,City,State,Zip,County,Municipality,Country,Latitude,Longitude,Ownership,Building Status,Building Class,Primary Use,Employees,,Seating Capacity,Estimated GSF,
M16,REGION 16 Greater Washington,YMFV,16,Trumbull - 921 White Plains Rd,Trumbull Park Business Center,921 White Plains Rd,Trumbull,CT,06611-4546,Fairfield County,Fairfield County,United States of America,41.244683,-73.196379,Leased,Active,Office,Mortgage-Branch,3,each,7,1200,square-feet
M16,REGION 16 Greater Washington,C640,16,Tyson's Corner - Leesburg Pike,8150 Leesburg Pike,,Vienna,VA,22182-7715,Fairfax County,Fairfax County,United States of America,38.916159,-77.22704,Leased,Active,Office,General Office with Branch,54,each,68,18837.79005,square-feet
M16,REGION 16 Greater Washington,YMGP,16,Upper Marlboro MD Desk - Mortgag,9701 Apollo Dr,Suite 102,Upper Marlboro,MD,20774-4785,Prince George's County,Prince George's County,United States of America,38.9044,-76.8386,Leased,Active,Office,Mortgage-Rent a Desk,0,each,3,236,square-feet
M16,REGION 16 Greater Washington,YMEK,16,Virginia Beach - 4000 Va Beach Blvd,4000 Virginia Beach Blvd,23452-1743,Virginia Beach,VA,23452-1743,Virginia Beach (City) County,City of Virginia Beach,United States of America,36.8420068,-76.11434,Leased,Active,Office,Mortgage-Rent a Desk,1,each,1,80,square-feet
M16,REGION 16 Greater Washington,YMEN,16,Virginia Beach-5041 Corporate Woods,5041 Corporate Woods Dr,,Virginia Beach,VA,23462-4375,Virginia Beach (City) County,City of Virginia Beach,United States of America,36.832798,-76.155411,Leased,Active,Office,Mortgage-Branch,4,each,8,1613,square-feet
M16,REGION 16 Greater Washington,YF18,16,Virginia Beach-S Blvd Mortgage Desk,4664 South Blvd,Suite 100,Virginia Beach,VA,23452-1003,Virginia Beach (City) County,City of Virginia Beach,United States of America,37.644251,-77.576142,Leased,Active,Office,Mortgage-Rent a Desk,1,each,1,1053,square-feet
M16,REGION 16 Greater Washington,YMFN,16,Wantagh NY Desk - Mortgage,1897 Wantagh Ave,,Wantagh,NY,11793-3930,Nassau County,Nassau County,United States of America,40.6747,-73.51,Leased,Active,Office,Mortgage-Rent a Desk,1,each,1,35,square-feet
M16,REGION 16 Greater Washington,YMFL,16,Westbury NY Desk - Mortgage,838 Old Country Rd,,Westbury,NY,11590-5461,Nassau County,Nassau County,United States of America,40.7523,-73.5663,Leased,Active,Office,Mortgage-Rent a Desk,1,each,1,35,square-feet
M16,REGION 16 Greater Washington,XWCT,16,Westport CT Equipment Finance,191 Post Road West,,Westport,CT,06880-4625,Fairfield,Fairfield County,United States of America,41.136303,-73.370811,Leased,Active,Office,Executive Suite,1,each,1,150,square-feet
M16,REGION 16 Greater Washington,YM98,16,White Plains - Mortgage,2 Westchester Park Dr,Suite LLB,West Harrison,NY,10604-3403,Westchester County,City of White Plains,United States of America,41.02113,-73.72604,Leased,Active,Office,Mortgage-Branch,1,each,14,3028,square-feet
M16,REGION 16 Greater Washington,YMGY,16,Woodbridge VA-Clipper Dr - Mortgage,12531 Clipper Dr,,Woodbridge,VA,22192-2355,Prince William County,Prince William County,United States of America,,,Leased,Active,Office,Mortgage-Rent a Desk,1,each,1,120,square-feet
M17,REGION 17 Greater Maryland,CA05,17,Annapolis - Operations,1824 George Ave,,Annapolis,MD,21401-4103,Anne Arundel County,Annapolis,United States of America,38.975837,-76.522047,Leased,Active,Office,General Office,25,each,31,12229.46,square-feet
M17,REGION 17 Greater Maryland,CA37,17,BWI Technology Park,705 Digital Dr,Suites A-G,Linthicum,MD,21090-2267,Anne Arundel County,LINTHICUM,United States of America,39.217371,-76.672753,Leased,Active,Office,General Office,6,each,6,15401.05,square-feet
M17,REGION 17 Greater Maryland,XEBS,17,Easton - 101 Bay Street,101 Bay St,,Easton,MD,21601-2478,Talbot County,EASTON,United States of America,38.77696931,-76.07778758,Leased,Active,Office,General Office,9,each,10,2207.06,square-feet
M17,REGION 17 Greater Maryland,C228,17,Fruitland MD,109 E Main St,P. O. Box 100,Fruitland,MD,21826-1661,Wicomico County,Fruitland,United States of America,38.321281,-75.619006,Owned,Active,Office,General Office,14,each,21,8597.34999,square-feet
M17,REGION 17 Greater Maryland,YMGT,17,Owings Mills - Mortgage,6 Park Center Ct,Suite 100,Owings Mills,MD,21117-5603,Baltimore County,OWINGS MILLS,United States of America,39.40004,-76.7536,Leased,Active,Office,Mortgage-Rent a Desk,1,each,1,110,square-feet
M17,REGION 17 Greater Maryland,C411,17,PNC Harborside,1 East Pratt Street,,Baltimore,MD,21202-1128,Baltimore City County,BALTIMORE,United States of America,39.285896,-76.614182,Leased,Active,Office,General Office with Branch,312,each,560,135925.7123,square-feet
M17,REGION 17 Greater Maryland,CA15,17,Salisbury MD Admin,110 W Main St,,Salisbury,MD,21801-4905,Wicomico County,Salisbury,United States of America,38.365328,-75.600725,Owned,Active,Office,General Office,13,each,17,8675.315331,square-feet
M17,REGION 17 Greater Maryland,CA10,17,Village of Cross Keys,5100 Falls Rd,,Baltimore,MD,21210-1935,Baltimore City County,Baltimore,United States of America,39.356147,-76.64441,Leased,Active,Office,General Office,1,each,1,831,square-feet
M17,REGION 17 Greater Maryland,CM01,17,Westminster - Administration,117 E Main St,,Westminster,MD,21157-5012,Carroll County,Westminster,United States of America,39.572451,-76.993047,Owned,Active,Office,General Office,13,each,42,20093.363,square-feet
M17,REGION 17 Greater Maryland,CA19,17,Westminster - Training and Storage,116-118 E Main St,,Westminster,MD,21157-5015,Carroll County,Westminster,United States of America,39.572248,-76.993242,Owned,Active,Office,General Office,0,each,0,3150,square-feet
M17,REGION 17 Greater Maryland,CM02,17,White Marsh - Honeygo Blvd,7939 Honeygo Blvd,Suite 116,Baltimore,MD,21236-4931,Baltimore City County,Baltimore,United States of America,39.372628,-76.472139,Leased,Active,Office,Mortgage-Branch,10,each,11,2945,square-feet
M18,REGION 18 Greater PA,PWMD,18,450 Windmere Drive - State College,450 Windmere Dr,Suite 200,State College,PA,16801-7645,Centre County,College Township,United States of America,40.78833237,-77.82365151,Leased,Active,Office,General Office,7,each,10,4037.664491,square-feet
M18,REGION 18 Greater PA,M011,18,868 Park Avenue,868 Park Ave,,Meadville,PA,16335-3326,Crawford County,Meadville City,United States of America,41.639589,-80.152296,Groundlease,Active,Office,General Office with Branch,6,each,10,5713.01,square-feet
M18,REGION 18 Greater PA,XBFP,18,Buffalo BCO - Fountain Plaza,50 Fountain Plaza,Suite 1454,Buffalo,NY,14202-2215,Erie County,Buffalo,United States of America,,,Leased,Active,Office,Executive Suite,1,each,1,150,square-feet
M18,REGION 18 Greater PA,USSC,18,East Petersburg,1097 Commercial Ave,,East Petersburg,PA,17520-1648,Lancaster County,East Hempfield Township,United States of America,40.084699,-76.351744,Owned,Active,Office,General Office,14,each,26,120301.29,square-feet
M18,REGION 18 Greater PA,A001,18,Erie Stadium Box,110 E 10th St,Jerry Uht Park,Erie,PA,16501-1256,Erie County,City of Erie,United States of America,42.133168,-80.093208,Leased,Active,Other,Entertainment Facility,0,each,0,200,square-feet
M18,REGION 18 Greater PA,U600,18,Hampden - Camp Hill Main,4242 Carlisle Pike,,Camp Hill,PA,17011-4163,Cumberland County,Hampden Township,United States of America,40.238019,-76.954913,Owned,Active,Office,General Office with Branch,80,each,118,82379.73,square-feet
M18,REGION 18 Greater PA,UHAD,18,Hanover Administration Center,33 Carlisle St,,Hanover,PA,17331-2404,York County,Hanover Borough,United States of America,39.801278,-76.983901,Owned,Active,Office,General Office,20,each,35,22821.91839,square-feet
M18,REGION 18 Greater PA,M011_PL,18,Meadville Park Avenue Parking,865 Market St,,Meadville,PA,16335,Crawford County,Meadville City,United States of America,,,Owned,Active,Parking,Parking Lot,0,each,0,1,square-feet
M18,REGION 18 Greater PA,M001,18,Ninth & State Street,901 State St,,Erie,PA,16501-1405,Erie County,City of Erie,United States of America,42.126434,-80.083105,Groundlease,Active,Office,General Office with Branch,132,each,225,117264.98,square-feet
M18,REGION 18 Greater PA,U023,18,North Pointe - Lancaster,101 N Pointe Blvd,,Lancaster,PA,17601-4108,Lancaster County,Manheim Township,United States of America,40.070471,-76.301385,Owned,Active,Office,General Office with Branch,53,each,98,53748.81,square-feet
M18,REGION 18 Greater PA,M022,18,Oil City North Side,248 Seneca St,,Oil City,PA,16301-1371,Venango County,Oil City,United States of America,41.433876,-79.708627,Owned,Active,Office,General Office with Branch,20,each,31,23938.23,square-feet
M18,REGION 18 Greater PA,U500,18,State College,1631 S Atherton St,,State College,PA,16801-6260,Centre County,State College Borough,United States of America,40.785455,-77.836133,Leased,Active,Office,General Office,4,each,5,2723.68,square-feet
M20,REGION 20 Florida,XSUM,20,100 Summer Street,100 Summer St.,Suite 1001,Boston,MA,02110-2320,Suffolk County,City of Boston,United States of America,42.35345967,-71.05753049,Leased,Active,Office,General Office,16,each,15,5490.804477,square-feet
M20,REGION 20 Florida,YB63,20,205 Datura - West Palm Beach,205 Datura St,,West Palm Beach,FL,33401-5603,Palm Beach County,City of West Palm Beach,United States of America,26.7124,-80.0513,Owned,Active,Office,General Office,82,each,155,82628.44063,square-feet
M20,REGION 20 Florida,P973,20,218 Datura - West Palm Beach,218 Datura St,,West Palm Beach,FL,33401-5604,Palm Beach County,City of West Palm Beach,United States of America,26.7121,-80.0512,Owned,Active,Office,General Office with Branch,7,each,8,26127.74,square-feet
M20,REGION 20 Florida,P818,20,5th Ave South Naples,401 5th Ave S,,Naples,FL,34102-6525,Collier County,City of Naples,United States of America,26.141123,-81.801683,Leased,Active,Office,General Office with Branch,7,each,12,4393,square-feet
M20,REGION 20 Florida,XAND,20,Andover - PNC EF,200 Brickstone Sq,,Andover,MA,,Essex County,Andover,United States of America,42.675,-71.1468,Leased,Active,Office,General Office,3,each,3,1500,square-feet
M20,REGION 20 Florida,NBOS,20,Boston Lockbox,20 Commerce Way,Suite 800,Woburn,MA,01801-8504,Middlesex County,Boston City,United States of America,42.507094,-71.131606,Leased,Active,Office,Lockbox,43,each,29,22850,square-feet
M20,REGION 20 Florida,YMDS,20,Burlington-Wall St - Mortgage,1 Wall St,,Burlington,MA,01803-4757,Middlesex County,Burlington,United States of America,42.48683929,-71.1893158,Leased,Active,Office,Mortgage-Branch,4,each,5,1642,square-feet
M20,REGION 20 Florida,P721,20,Downtown Fort Lauderdale,200 E Broward Blvd,Suites 100 and 920,Fort Lauderdale,FL,33301-1963,Broward County,City of Ft. Lauderdale,United States of America,26.122063,-80.141811,Leased,Active,Office,General Office with Branch,50,each,61,21133.68064,square-feet
M20,REGION 20 Florida,P488,20,Downtown Orlando - Orange Avenue,420 S Orange Ave,Suite 150 and 300,Orlando,FL,32801-3313,Orange County,City of Orlando,United States of America,28.53795,-81.378743,Leased,Active,Office,General Office,53,each,67,27309.62,square-feet
M20,REGION 20 Florida,P812,20,Downtown Orlando - Pine Street,201 E Pine St,Suites 100 102 and 200,Orlando,FL,32801-2729,Orange County,City of Orlando,United States of America,28.54177,-81.374447,Leased,Active,Office,General Office with Branch,48,each,60,19764.30963,square-feet
M20,REGION 20 Florida,YX06_PL,20,Evernia Street Parking,320 Evernia St,,West Palm Beach,FL,33401-5404,Palm Beach County,City of West Palm Beach,United States of America,26.711363,-80.052393,Owned,Active,Parking,Parking Lot,0,each,0,1000,square-feet
M20,REGION 20 Florida,YW08,20,Fort Pierce Storage Center,900 S 3rd St,,Fort Pierce,FL,34950-5117,St. Lucie County,City of Ft. Pierce,United States of America,27.438293,-80.324886,Leased,Active,Other,Warehouse,0,each,1,699.68,square-feet
M20,REGION 20 Florida,YB85,20,Ft. Pierce Loan Servicing Ctr,601 Atlantic Ave,,Fort Pierce,FL,34950-4281,St. Lucie County,City of Ft. Pierce,United States of America,27.445848,-80.328043,Owned,Active,Office,General Office,10,each,80,22309.10714,square-feet
M20,REGION 20 Florida,P674,20,Glades Road,2255 Glades Rd,Suites 138W & 140,Boca Raton,FL,33431-7382,Palm Beach County,City of Boca Raton,United States of America,26.368367,-80.1253,Leased,Active,Office,General Office with Branch,28,each,41,13110.23,square-feet
M20,REGION 20 Florida,YD45,20,Harbor Professional Center,603 N Indian River Dr,,Fort Pierce,FL,34950-3057,St. Lucie County,City of Ft. Pierce,United States of America,27.4538,-80.3247,Owned,Active,Office,General Office with Branch,5,each,4,11224.95,square-feet
M20,REGION 20 Florida,XBOS,20,Harris Williams - Boston,2 International Pl,24th Floor,Boston,MA,02110-4101,Suffolk County,Boston City,United States of America,42.356682,-71.051407,Leased,Active,Office,General Office,6,each,1,5472.89,square-feet
M20,REGION 20 Florida,YM91,20,Jacksonville Mortgage Hub,5011 Gate Pkwy,Building 200 Suites 300 & 400,Jacksonville,FL,32256-7046,Duval County,City of Jacksonville,United States of America,30.24651,-81.53572,Leased,Active,Office,Operations Center,520,each,641,70099.09274,square-feet
M20,REGION 20 Florida,PMTD,20,Mount Dora 18097 US Highway 441,18097 US Highway 441,,Mount Dora,FL,32757-6745,Lake County,City of Eustis,United States of America,28.82378116,-81.65692113,Owned,Active,Office,General Office,0,each,0,6759,square-feet
M20,REGION 20 Florida,P247,20,Naples Newgate Center,5150 Tamiami Tr N,Suite 100,Naples,FL,34103-2812,Collier County,Collier County,United States of America,26.208964,-81.800313,Leased,Active,Office,General Office with Branch,34,each,47,6945,square-feet
M20,REGION 20 Florida,YB52,20,Operations Building-West Palm Beach,6710 S Dixie Hwy,,West Palm Beach,FL,33405-4610,Palm Beach County,City of West Palm Beach,United States of America,26.655783,-80.055895,Owned,Active,Office,General Office,0,each,0,11415.78,square-feet
M20,REGION 20 Florida,P863,20,Palm Beach Wealth Management,231 Royal Palm Way,,Palm Beach,FL,33480-4349,Palm Beach County,Town of Palm Beach,United States of America,26.705837,-80.037274,Leased,Active,Office,General Office,22,each,33,10864.61225,square-feet
M20,REGION 20 Florida,P895,20,Ringling Financial Center,1549 Ringling Blvd,"Ste 100, 200, 301, 400, 401",Sarasota,FL,34236-6764,Sarasota County,City of Sarasota,United States of America,27.335278,-82.539146,Leased,Active,Office,General Office with Branch,46,each,80,43311.0679,square-feet
M20,REGION 20 Florida,YMAT,20,S. Broward - Mortgage,8751 W Broward Blvd,,Plantation,FL,33324-2609,Broward County,City of Plantation,United States of America,26.121542,-80.265656,Leased,Active,Office,Mortgage-Branch,10,each,12,1800,square-feet
M20,REGION 20 Florida,XTCC,20,Tampa City Center,201 N Franklin St,Suite 1500,Tampa,FL,33602-5162,Hillsborough County,City of Tampa,United States of America,27.947104,-82.457614,Leased,Active,Office,General Office,68,each,92,22712.93011,square-feet
M20,REGION 20 Florida,P395,20,Vero Beach - 20th Place,958 20th Pl,,Vero Beach,FL,32960-6420,Indian River County,City of Vero Beach,United States of America,27.638855,-80.392369,Owned,Active,Office,General Office with Branch,23,each,38,34988.5883,square-feet
M20,REGION 20 Florida,P819,20,Vero Beach - Ocean Blvd,3001 Ocean Dr,,Vero Beach,FL,32963-1960,Indian River County,City of Vero Beach,United States of America,27.650443,-80.355795,Leased,Active,Office,General Office,23,each,25,14166.24,square-feet
M20,REGION 20 Florida,YMHB,20,Waltham Mortgage - Executive Suite,303 Wyman St,Suite 300,Waltham,MA,02451-1245,Middlesex County,Waltham,United States of America,,,Leased,Active,Office,Executive Suite,0,each,0,109,square-feet
M20,REGION 20 Florida,YC67,20,West Palm Beach Training,1700 Kirk Rd,,West Palm Beach,FL,33406-6544,Palm Beach County,Village of Palm Springs,United States of America,26.652669,-80.104298,Owned,Active,Office,General Office,0,each,0,4460.2,square-feet
M20,REGION 20 Florida,YW02,20,West Palm Warehouse,4510 Georgia Ave,,West Palm Beach,FL,33405-2803,Palm Beach County,City of West Palm Beach,United States of America,26.67124,-80.058606,Leased,Active,Other,Warehouse,0,each,1,4999.39,square-feet
M21,REGION 21 Central Ohio,YX01,21,Ashland - Mini Park,2 W Main St,,Ashland,OH,44805-2218,Ashland County,Ashland Corporation,United States of America,40.868937,-82.314902,Owned,Active,Other,Park,0,each,1,1,square-feet
M21,REGION 21 Central Ohio,YH61,21,Cincinnati East,7443-7445 Wooster Pike,Suites B-3 & B-4,Cincinnati,OH,45227-3895,Hamilton County,Hamilton County,United States of America,39.14123,-84.358757,Leased,Active,Office,Mortgage-Branch,17,each,15,3200,square-feet
M21,REGION 21 Central Ohio,YMY5,21,Cincinnati North,9235 Floer Dr,,West Chester,OH,45069-6733,Butler County,Butler County,United States of America,39.3476,-84.4524,Leased,Active,Office,Mortgage-Branch,12,each,12,2800,square-feet
M21,REGION 21 Central Ohio,YC59,21,Columbus-Whitehall Service Cent I,4661 E Main St,,Columbus,OH,43213-3298,Franklin County,City of Whithall,United States of America,39.955376,-82.873789,Owned,Active,Office,Operations Center,494,each,635,90247.65,square-feet
M21,REGION 21 Central Ohio,YC60,21,Columbus-Whitehall Service Cent II,4653 E Main St,,Columbus,OH,43213-3298,Franklin County,City of Whitehall,United States of America,39.955382,-82.874022,Owned,Active,Office,Operations Center,346,each,400,79945.53,square-feet
M21,REGION 21 Central Ohio,YMGJ,21,Lewis Center OH Desk-Mortgage,573 Carle Avenue,,Lewis Center,OH,43035-8296,Delaware County,Delaware County,United States of America,0,0,Leased,Active,Office,Mortgage-Rent a Desk,0,each,1,250,square-feet
M21,REGION 21 Central Ohio,YM14,21,Miamisburg Bldg 1,3232 Newmark Dr,,Miamisburg,OH,45342-5421,Montgomery County,Montgomery County,United States of America,39.624521,-84.221095,Leased,Active,Office,Operations Center,304,each,386,59827.71,square-feet
M21,REGION 21 Central Ohio,YM15,21,Miamisburg Bldg 2,3040 Newmark Dr,,Miamisburg,OH,45342-5417,Montgomery County,Montgomery County,United States of America,39.624813,-84.219632,Leased,Active,Office,Operations Center,237,each,346,48850.48,square-feet
M21,REGION 21 Central Ohio,YM08,21,Miamisburg Bldg 3,8745 Gander Creek Dr,,Miamisburg,OH,45342-5435,Montgomery County,Montgomery County,United States of America,39.623195,-84.216709,Leased,Active,Office,Operations Center,184,each,226,44757.54,square-feet
M21,REGION 21 Central Ohio,YM07,21,Miamisburg Bldg 4,3385 Newmark Dr,,Miamisburg,OH,45342-5424,Montgomery County,Montgomery County,United States of America,39.624101,-84.222137,Leased,Active,Office,Operations Center,468,each,630,68362.89,square-feet
M21,REGION 21 Central Ohio,YM13,21,Miamisburg Bldg 6,8177 Washington Church Rd,,Miamisburg,OH,45458-1703,Montgomery County,Montgomery County,United States of America,39.6325,-84.2065,Leased,Active,Office,Operations Center,370,each,474,66720.6,square-feet
